ProductId,NewUnitPrice
1,49.980000
2,2.260000
3,97.720000
4,68.820000
5,64.050000
6,30.610000
7,.840000
8,45.690000
9,58.810000
10,94.690000
11,17.250000
12,101.520000
13,1.080000
14,81.010000
15,52.900000
16,85.850000
17,40.440000
18,82.190000
19,74.700000
20,47.440000
21,76.340000
22,29.110000
23,57.510000
24,60.330000
25,14.040000
26,44.640000
27,32.340000
28,82.600000
29,51.530000
30,11.150000
31,19.780000
32,23.240000
33,68.990000
34,85.600000
35,6.380000
36,56.110000
37,65.730000
38,70.850000
39,97.240000
40,49.620000
41,25.070000
42,28.670000
43,2.860000
44,67.340000
45,13.390000
46,99.140000
47,104.830000
48,70.950000
49,60.900000
50,16.020000
51,14.030000
52,.750000
53,47.290000
54,101.490000
55,28.440000
56,83.710000
57,5.040000
58,25.230000
59,.020000
60,45.840000
61,102.820000
62,85.190000
63,29.700000
64,8.740000
65,70.780000
66,47.530000
67,96.820000
68,23.580000
69,45.000000
70,9.010000
71,28.890000
72,75.590000
73,9.470000
74,24.530000
75,104.860000
76,37.940000
77,50.450000
78,47.620000
79,53.560000
80,96.840000
81,60.700000
82,89.420000
83,36.440000
84,100.670000
85,47.470000
86,39.760000
87,100.230000
88,12.310000
89,53.270000
90,11.990000
91,14.470000
92,102.450000
93,6.410000
94,94.630000
95,76.000000
96,53.450000
97,1.370000
98,50.360000
99,59.040000
100,14.340000
101,77.550000
102,101.400000
103,25.990000
104,11.910000
105,33.000000
106,98.520000
107,99.690000
108,80.820000
109,69.260000
110,28.970000
111,8.110000
112,39.640000
113,96.830000
114,24.070000
115,103.820000
116,74.520000
117,20.560000
118,3.570000
119,.570000
120,59.990000
121,103.820000
122,21.410000
123,83.810000
124,53.550000
125,92.380000
126,71.690000
127,100.340000
128,103.540000
129,76.970000
130,89.060000
131,22.830000
132,29.060000
133,35.970000
134,51.450000
135,42.780000
136,101.500000
137,72.780000
138,34.230000
139,28.930000
140,42.090000
141,95.490000
142,14.740000
143,11.640000
144,26.100000
145,26.080000
146,44.580000
147,47.840000
148,83.140000
149,97.550000
150,32.880000
151,1.820000
152,27.450000
153,88.000000
154,79.130000
155,77.910000
156,59.040000
157,47.110000
158,2.390000
159,65.240000
160,104.780000
161,87.710000
162,55.700000
163,103.690000
164,20.550000
165,50.990000
166,.540000
167,91.330000
168,54.350000
169,14.500000
170,75.790000
171,39.270000
172,66.800000
173,62.130000
174,39.480000
175,25.040000
176,76.710000
177,87.430000
178,22.230000
179,81.710000
180,8.610000
181,34.420000
182,100.760000
183,19.370000
184,36.170000
185,71.630000
186,3.520000
187,74.060000
188,79.090000
189,86.430000
190,83.380000
191,7.680000
192,74.160000
193,68.880000
194,93.710000
195,100.860000
196,74.000000
197,62.500000
198,33.310000
199,100.490000
200,21.430000
201,75.220000
202,78.810000
203,62.120000
204,15.970000
205,73.500000
206,103.810000
207,58.330000
208,31.950000
209,7.260000
210,84.990000
211,46.730000
212,84.010000
213,88.800000
214,75.880000
215,78.580000
216,39.230000
217,35.340000
218,18.990000
219,36.910000
220,22.610000
221,102.020000
222,41.540000
223,19.780000
224,63.640000
225,84.300000
226,34.520000
227,33.010000
228,25.850000
229,33.800000
230,46.060000
231,69.130000
232,27.870000
233,6.330000
234,31.160000
235,68.490000
236,90.350000
237,7.570000
238,77.300000
239,43.650000
240,39.610000
241,78.620000
242,.050000
243,60.170000
244,91.100000
245,77.860000
246,34.410000
247,39.550000
248,6.770000
249,14.540000
250,69.140000
251,35.410000
252,97.300000
253,26.700000
254,50.890000
255,54.570000
256,79.980000
257,52.870000
258,27.040000
259,80.780000
260,80.880000
261,98.330000
262,7.440000
263,74.930000
264,67.660000
265,40.500000
266,83.070000
267,91.140000
268,4.080000
269,20.100000
270,10.260000
271,38.560000
272,50.170000
273,26.470000
274,101.910000
275,58.680000
276,24.620000
277,51.840000
278,34.190000
279,94.340000
280,3.290000
281,83.450000
282,100.120000
283,73.230000
284,62.730000
285,89.230000
286,19.350000
287,84.770000
288,91.160000
289,97.870000
290,50.520000
291,4.980000
292,9.650000
293,68.010000
294,11.540000
295,67.330000
296,34.560000
297,31.930000
298,39.820000
299,67.750000
300,55.650000
301,12.160000
302,58.650000
303,16.230000
304,36.130000
305,9.820000
306,73.240000
307,11.080000
308,93.350000
309,68.110000
310,93.160000
311,48.410000
312,69.710000
313,21.540000
314,30.960000
315,91.360000
316,29.400000
317,31.730000
318,30.370000
319,25.590000
320,88.250000
321,81.720000
322,94.360000
323,18.650000
324,69.050000
325,73.570000
326,4.950000
327,25.740000
328,94.820000
329,46.780000
330,11.580000
331,42.950000
332,8.640000
333,.930000
334,4.610000
335,99.760000
336,54.580000
337,20.540000
338,98.740000
339,81.230000
340,3.450000
341,97.990000
342,57.610000
343,17.780000
344,63.210000
345,82.040000
346,62.060000
347,3.100000
348,19.700000
349,85.620000
350,45.370000
351,23.330000
352,14.770000
353,82.810000
354,48.940000
355,79.680000
356,55.320000
357,16.370000
358,83.370000
359,90.810000
360,95.570000
361,24.680000
362,84.110000
363,94.040000
364,74.100000
365,50.850000
366,85.460000
367,52.170000
368,9.690000
369,5.650000
370,26.160000
371,15.930000
372,88.440000
373,99.410000
374,67.240000
375,39.290000
376,22.730000
377,77.900000
378,83.720000
379,90.340000
380,23.970000
381,51.120000
382,104.370000
383,3.300000
384,72.380000
385,9.560000
386,37.200000
387,30.710000
388,86.890000
389,35.970000
390,22.010000
391,22.490000
392,20.690000
393,33.560000
394,92.760000
395,13.420000
396,6.760000
397,4.560000
398,21.360000
399,20.920000
400,26.290000
401,87.130000
402,43.270000
403,29.360000
404,95.370000
405,104.300000
406,75.550000
407,40.400000
408,38.080000
409,64.610000
410,68.840000
411,88.340000
412,75.090000
413,14.480000
414,81.110000
415,93.560000
416,97.990000
417,89.030000
418,58.110000
419,19.700000
420,93.500000
421,56.350000
422,11.420000
423,90.310000
424,45.430000
425,104.540000
426,64.560000
427,83.530000
428,82.900000
429,38.360000
430,83.060000
431,7.650000
432,9.990000
433,93.180000
434,72.800000
435,18.110000
436,47.000000
437,11.100000
438,54.140000
439,92.820000
440,50.680000
441,97.630000
442,32.340000
443,76.850000
444,39.500000
445,37.660000
446,57.790000
447,6.020000
448,21.250000
449,19.150000
450,43.750000
451,55.720000
452,50.400000
453,75.960000
454,64.270000
455,61.160000
456,90.210000
457,21.220000
458,27.560000
459,56.500000
460,19.780000
461,62.160000
462,49.680000
463,16.850000
464,50.480000
465,56.330000
466,98.120000
467,8.480000
468,18.240000
469,32.130000
470,87.730000
471,61.290000
472,41.810000
473,15.190000
474,91.810000
475,79.260000
476,55.800000
477,95.380000
478,6.100000
479,83.640000
480,103.940000
481,90.090000
482,39.330000
483,88.950000
484,89.100000
485,17.390000
486,93.100000
487,3.740000
488,68.110000
489,102.720000
490,1.280000
491,27.990000
492,77.270000
493,77.180000
494,87.350000
495,9.310000
496,70.400000
497,76.740000
498,79.350000
499,44.350000
500,34.230000
501,54.120000
502,76.550000
503,60.970000
504,57.800000
505,98.320000
506,22.560000
507,26.830000
508,47.000000
509,44.380000
510,81.900000
511,79.610000
512,83.650000
513,103.340000
514,52.610000
515,44.120000
516,62.940000
517,60.530000
518,84.960000
519,27.870000
520,65.350000
521,82.010000
522,31.850000
523,.700000
524,39.220000
525,12.730000
526,68.000000
527,77.080000
528,73.590000
529,23.930000
530,24.650000
531,86.290000
532,91.190000
533,44.190000
534,47.750000
535,31.480000
536,11.960000
537,21.680000
538,49.160000
539,21.430000
540,1.520000
541,76.820000
542,59.700000
543,49.640000
544,104.360000
545,36.520000
546,68.720000
547,71.760000
548,4.230000
549,5.590000
550,73.370000
551,101.590000
552,15.970000
553,44.000000
554,83.500000
555,69.220000
556,54.550000
557,24.860000
558,25.340000
559,50.030000
560,69.810000
561,50.560000
562,86.630000
563,32.540000
564,100.980000
565,10.880000
566,98.880000
567,65.440000
568,84.880000
569,27.810000
570,84.260000
571,82.880000
572,52.660000
573,69.410000
574,25.420000
575,75.810000
576,81.270000
577,2.450000
578,12.580000
579,65.510000
580,19.110000
581,44.210000
582,55.200000
583,98.130000
584,69.110000
585,42.900000
586,47.250000
587,35.930000
588,7.350000
589,54.300000
590,57.910000
591,29.630000
592,60.020000
593,104.110000
594,55.430000
595,20.120000
596,55.460000
597,54.450000
598,97.720000
599,57.770000
600,65.640000
601,23.890000
602,50.250000
603,17.710000
604,34.740000
605,57.980000
606,9.730000
607,89.600000
608,45.910000
609,36.330000
610,71.190000
611,79.370000
612,20.780000
613,97.530000
614,47.230000
615,12.340000
616,27.280000
617,47.030000
618,71.600000
619,17.350000
620,32.720000
621,18.900000
622,92.670000
623,71.650000
624,18.090000
625,51.660000
626,103.700000
627,62.040000
628,70.200000
629,53.600000
630,5.190000
631,5.940000
632,38.970000
633,101.080000
634,19.450000
635,66.300000
636,75.680000
637,55.380000
638,22.330000
639,93.440000
640,31.630000
641,16.000000
642,54.810000
643,80.390000
644,40.060000
645,25.830000
646,84.120000
647,28.510000
648,19.980000
649,32.880000
650,23.480000
651,68.420000
652,95.160000
653,64.370000
654,80.220000
655,60.380000
656,14.290000
657,35.520000
658,8.310000
659,39.560000
660,44.110000
661,80.510000
662,30.590000
663,20.590000
664,102.940000
665,104.060000
666,48.680000
667,62.060000
668,23.170000
669,31.920000
670,54.540000
671,14.300000
672,41.750000
673,95.600000
674,21.700000
675,71.850000
676,85.920000
677,22.060000
678,55.000000
679,103.430000
680,27.560000
681,96.650000
682,20.370000
683,58.530000
684,102.440000
685,90.130000
686,.620000
687,.950000
688,64.290000
689,3.470000
690,9.150000
691,99.300000
692,103.460000
693,100.760000
694,44.120000
695,89.240000
696,103.330000
697,87.700000
698,66.850000
699,4.760000
700,.200000
701,51.840000
702,12.330000
703,19.100000
704,3.820000
705,89.440000
706,48.150000
707,21.060000
708,96.040000
709,103.730000
710,60.050000
711,84.400000
712,35.000000
713,88.400000
714,47.110000
715,48.250000
716,35.030000
717,5.100000
718,78.250000
719,20.960000
720,14.020000
721,76.240000
722,61.320000
723,49.510000
724,6.590000
725,89.530000
726,5.010000
727,32.450000
728,54.120000
729,98.000000
730,103.510000
731,56.690000
732,24.790000
733,25.320000
734,79.260000
735,48.080000
736,37.500000
737,95.720000
738,51.720000
739,64.140000
740,104.100000
741,50.530000
742,66.410000
743,29.120000
744,30.910000
745,42.200000
746,49.230000
747,82.950000
748,30.670000
749,8.100000
750,93.030000
751,11.730000
752,15.580000
753,48.580000
754,90.470000
755,97.630000
756,92.160000
757,83.760000
758,55.130000
759,85.890000
760,50.050000
761,60.610000
762,93.890000
763,91.690000
764,41.450000
765,77.520000
766,91.710000
767,55.980000
768,63.410000
769,12.460000
770,13.210000
771,10.410000
772,65.820000
773,8.810000
774,48.560000
775,25.760000
776,14.810000
777,71.010000
778,13.810000
779,67.020000
780,86.340000
781,103.610000
782,36.550000
783,64.490000
784,92.630000
785,23.130000
786,82.690000
787,85.100000
788,47.850000
789,30.380000
790,55.660000
791,35.830000
792,89.330000
793,32.970000
794,72.620000
795,61.830000
796,33.980000
797,49.810000
798,104.770000
799,101.570000
800,29.970000
801,32.330000
802,30.580000
803,56.820000
804,13.640000
805,7.170000
806,97.790000
807,33.740000
808,92.580000
809,13.180000
810,53.950000
811,94.330000
812,83.220000
813,97.590000
814,23.070000
815,84.880000
816,68.650000
817,92.120000
818,102.080000
819,59.480000
820,85.090000
821,41.980000
822,91.020000
823,57.420000
824,68.270000
825,58.400000
826,50.970000
827,60.220000
828,64.210000
829,90.490000
830,46.850000
831,8.940000
832,55.520000
833,12.010000
834,99.390000
835,65.810000
836,18.060000
837,37.460000
838,16.640000
839,13.680000
840,51.820000
841,85.450000
842,65.980000
843,.770000
844,58.850000
845,97.550000
846,65.010000
847,24.660000
848,51.090000
849,46.770000
850,16.830000
851,85.670000
852,74.490000
853,42.590000
854,72.020000
855,80.190000
856,101.080000
857,59.430000
858,81.320000
859,22.600000
860,67.710000
861,75.590000
862,56.920000
863,88.140000
864,77.760000
865,84.860000
866,71.990000
867,10.710000
868,26.340000
869,27.510000
870,10.060000
871,38.180000
872,91.890000
873,62.210000
874,15.890000
875,104.830000
876,67.980000
877,88.220000
878,10.940000
879,61.710000
880,96.510000
881,42.880000
882,2.650000
883,74.070000
884,62.620000
885,61.440000
886,71.050000
887,57.570000
888,39.470000
889,66.370000
890,45.140000
891,14.910000
892,23.080000
893,7.460000
894,95.490000
895,40.030000
896,91.910000
897,50.070000
898,44.910000
899,100.890000
900,32.150000
901,15.760000
902,29.160000
903,99.920000
904,87.810000
905,20.590000
906,43.750000
907,66.140000
908,14.880000
909,74.220000
910,95.070000
911,49.760000
912,58.430000
913,94.400000
914,86.940000
915,79.250000
916,64.260000
917,55.780000
918,20.340000
919,51.180000
920,8.790000
921,80.790000
922,3.980000
923,5.810000
924,41.480000
925,4.490000
926,29.520000
927,66.980000
928,42.410000
929,6.180000
930,12.020000
931,81.250000
932,58.280000
933,14.060000
934,40.480000
935,53.790000
936,31.190000
937,47.900000
938,13.040000
939,67.680000
940,32.580000
941,13.450000
942,14.770000
943,41.430000
944,101.160000
945,54.890000
946,80.500000
947,64.720000
948,48.250000
949,103.760000
950,47.590000
951,12.140000
952,21.140000
953,45.610000
954,73.350000
955,82.820000
956,22.770000
957,99.700000
958,37.730000
959,56.630000
960,99.360000
961,76.950000
962,81.870000
963,52.140000
964,77.860000
965,104.670000
966,29.180000
967,89.380000
968,94.450000
969,98.930000
970,41.500000
971,56.500000
972,18.120000
973,68.660000
974,31.500000
975,89.400000
976,46.860000
977,29.990000
978,91.900000
979,65.960000
980,60.650000
981,86.050000
